kabupaten/kota;tahun;hasil_panen;status_panen;info_cuaca
Cirebon;2023;495878,2;NAIK (+1.178 ton);Cuaca: Hujan Lebat (5x), Angin Kencang, Hujan Lebat (4x), Angin Kencang, Hujan Lebat, Petir (1x) | Dampak: Banjir / Genangan, Gangguan Transportasi (2x), Pohon Tumbang (2x), Banjir / Genangan (2x), Pohon Tumbang, Gangguan Transportasi (1x), Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Korban Jiwa / Luka (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x)
Cirebon;2024;510632;NAIK (+14.754 ton);Cuaca: Hujan Lebat (5x), Angin Kencang, Hujan Lebat (3x) | Dampak: Banjir / Genangan (4x), Pohon Tumbang, Bangunan Rusak (2x), Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x)
Kota Cirebon;2018;1767,92;Data Awal;Cuaca: Hujan Lebat (7x), Puting Beliung (4x), Angin Kencang (3x), Angin Kencang, Hujan Lebat (1x), Hujan Lebat, Petir (1x) | Dampak: Banjir / Genangan (4x), Bangunan Rusak (3x), Pohon Tumbang, Bangunan Rusak (3x), Tidak ada data (1x), Bangunan Rusak, Korban Jiwa / Luka (1x), Banjir / Genangan, Bangunan Rusak (1x), Banjir / Genangan, Gangguan Transportasi (1x), Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka (1x), Gangguan Transportasi (1x)
Kota Cirebon;2019;1090,79;TURUN (-677 ton);Cuaca: Angin Kencang (3x), Angin Kencang, Hujan Lebat (2x), Hujan Lebat (2x), Suhu Ekstrem (1x) | Dampak: Pohon Tumbang (3x), Banjir / Genangan (2x), Pohon Tumbang, Bangunan Rusak (1x), Tidak ada data (1x), Bangunan Rusak (1x)
Kota Cirebon;2020;1031,24;TURUN (-60 ton);Cuaca: Hujan Lebat (8x), Angin Kencang, Hujan Lebat (3x), Puting Beliung (2x), Angin Kencang, Hujan Lebat, Petir (1x) | Dampak: Banjir / Genangan (8x), Bangunan Rusak (3x), Banjir / Genangan, Pohon Tumbang (1x), Pohon Tumbang (1x), Pohon Tumbang, Bangunan Rusak (1x)
Kota Cirebon;2021;1244,61;NAIK (+213 ton);Cuaca: Hujan Lebat (5x), Angin Kencang, Hujan Lebat (4x), Puting Beliung (3x), Hujan Lebat, Petir (1x) | Dampak: Banjir / Genangan (5x), Bangunan Rusak (2x), Tidak ada data (1x), Pohon Tumbang, Bangunan Rusak (1x), Pohon Tumbang, Tanah Longsor (1x), Bangunan Rusak, Korban Jiwa / Luka (1x), Pohon Tumbang (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x)
Kota Cirebon;2022;861,82;TURUN (-383 ton);Cuaca: Hujan Lebat (8x), Angin Kencang, Hujan Lebat (7x), Angin Kencang (1x), Puting Beliung, Hujan Lebat (1x) | Dampak: Banjir / Genangan (5x), Pohon Tumbang (3x), Bangunan Rusak (2x), Banjir / Genangan, Bangunan Rusak (2x), Pohon Tumbang, Bangunan Rusak (1x), Tanah Longsor (1x), Tanah Longsor, Bangunan Rusak (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x), Banjir / Genangan, Gangguan Transportasi (1x)
Kota Cirebon;2023;769,39;TURUN (-92 ton);Cuaca: Hujan Lebat (5x), Angin Kencang, Hujan Lebat (4x), Angin Kencang, Hujan Lebat, Petir (1x) | Dampak: Banjir / Genangan, Gangguan Transportasi (2x), Pohon Tumbang (2x), Banjir / Genangan (2x), Pohon Tumbang, Gangguan Transportasi (1x), Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Korban Jiwa / Luka (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x)
Kota Cirebon;2024;638,23;TURUN (-131 ton);Cuaca: Hujan Lebat (5x), Angin Kencang, Hujan Lebat (3x) | Dampak: Banjir / Genangan (4x), Pohon Tumbang, Bangunan Rusak (2x), Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x)
Kota Depok;2018;357,06;Data Awal;Cuaca: Hujan Lebat (8x), Hujan Es (2x), Puting Beliung, Hujan Lebat, Hujan Es (1x), Hujan Lebat, Hujan Es (1x) | Dampak: Banjir / Genangan (4x), Tidak ada data (3x), Bangunan Rusak (2x), Banjir / Genangan, Tanah Longsor (1x), Tanah Longsor, Bangunan Rusak (1x), Pohon Tumbang (1x)
Kota Depok;2019;465,03;NAIK (+108 ton);Cuaca: Hujan Lebat (8x), Angin Kencang, Hujan Lebat (3x), Angin Kencang, Hujan Lebat, Hujan Es (1x), Puting Beliung (1x) | Dampak: Banjir / Genangan (7x), Pohon Tumbang (3x), Banjir / Genangan, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor (1x), Bangunan Rusak (1x)
Kota Depok;2020;189,23;TURUN (-276 ton);Cuaca: Hujan Lebat (5x), Angin Kencang, Hujan Lebat (4x) | Dampak: Banjir / Genangan (4x), Banjir / Genangan, Tanah Longsor (1x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak (1x), Pohon Tumbang, Bangunan Rusak (1x), Pohon Tumbang (1x), Korban Jiwa / Luka (1x)
Kota Depok;2021;244,35;NAIK (+55 ton);Cuaca: Hujan Lebat (10x), Angin Kencang, Hujan Lebat (5x), Puting Beliung, Hujan Lebat (2x), Hujan Lebat, Hujan Es (1x), Angin Kencang (1x), Angin Kencang, Hujan Lebat, Hujan Es (1x), Angin Kencang, Hujan Es (1x) | Dampak: Pohon Tumbang (6x), Banjir / Genangan (4x), Tanah Longsor (3x), Bangunan Rusak (3x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak (1x), Banjir / Genangan, Tanah Longsor (1x), Banjir / Genangan, Gangguan Transportasi (1x), Pohon Tumbang, Bangunan Rusak (1x), Pohon Tumbang, Gangguan Transportasi (1x)
Kota Depok;2022;72,13;TURUN (-172 ton);Cuaca: Hujan Lebat (18x), Angin Kencang, Hujan Lebat (7x), Puting Beliung, Hujan Lebat, Hujan Es (1x), Puting Beliung, Hujan Lebat (1x), Puting Beliung, Hujan Lebat, Petir, Hujan Es (1x) | Dampak: Banjir / Genangan (7x), Banjir / Genangan, Gangguan Transportasi (6x), Pohon Tumbang (3x), Bangunan Rusak (3x), Pohon Tumbang, Bangunan Rusak (2x), Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka (1x), Banjir / Genangan, Pohon Tumbang, Tanah Longsor (1x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak (1x), Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka (1x), Pohon Tumbang, Gangguan Transportasi (1x), Tanah Longsor, Bangunan Rusak (1x), Banjir / Genangan, Tanah Longsor (1x)
Kota Depok;2023;30,51;TURUN (-42 ton);Cuaca: Hujan Lebat (7x), Angin Kencang, Hujan Lebat (6x), Angin Kencang (2x), Angin Kencang, Hujan Lebat, Hujan Es (1x), Hujan Es (1x) | Dampak: Bangunan Rusak (4x), Banjir / Genangan, Gangguan Transportasi (3x), Pohon Tumbang, Bangunan Rusak (2x), Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (1x), Korban Jiwa / Luka (1x), Banjir / Genangan, Bangunan Rusak (1x), Tanah Longsor (1x), Bangunan Rusak, Korban Jiwa / Luka (1x), Pohon Tumbang, Gangguan Transportasi (1x), Banjir / Genangan (1x)
Kota Depok;2024;32,73;NAIK (+2 ton);Cuaca: Hujan Lebat (11x), Angin Kencang, Hujan Lebat (8x), Angin Kencang, Hujan Es (3x), Angin Kencang, Hujan Lebat, Petir (2x), Angin Kencang, Hujan Lebat, Hujan Es (2x), Angin Kencang (1x) | Dampak: Banjir / Genangan, Gangguan Transportasi (5x), Pohon Tumbang, Gangguan Transportasi (5x), Tidak ada data (3x), Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (3x), Tanah Longsor, Bangunan Rusak (2x), Banjir / Genangan (2x), Bangunan Rusak (2x), Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Pohon Tumbang (1x), Tanah Longsor (1x), Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka, Gangguan Transportasi (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (1x)
Garut;2018;449584,54;Data Awal;Cuaca: Hujan Lebat (3x), Angin Kencang, Hujan Lebat (2x), Jarak Pandang (1x), Puting Beliung (1x) | Dampak: Tidak ada data (2x), Tanah Longsor (2x), Pohon Tumbang (1x), Bangunan Rusak (1x), Banjir / Genangan (1x)
Garut;2019;449395,01;TURUN (-190 ton);Cuaca: Puting Beliung (6x), Hujan Lebat (4x), Suhu Ekstrem (3x), Angin Kencang, Hujan Lebat (1x) | Dampak: Bangunan Rusak (5x), Tidak ada data (3x), Tanah Longsor (2x), Banjir / Genangan (2x), Gangguan Transportasi (1x), Pohon Tumbang (1x)
Garut;2020;424913,9;TURUN (-24.481 ton);Cuaca: Hujan Lebat (10x), Puting Beliung (1x), Angin Kencang (1x), Suhu Ekstrem (1x) | Dampak: Tanah Longsor (6x), Bangunan Rusak (2x), Banjir / Genangan, Tanah Longsor (2x), Banjir / Genangan (2x), Tanah Longsor, Bangunan Rusak (1x)
Garut;2021;443319,91;NAIK (+18.406 ton);Cuaca: Hujan Lebat (7x), Angin Kencang, Hujan Lebat (1x) | Dampak: Banjir / Genangan (3x), Banjir / Genangan, Bangunan Rusak (1x), Bangunan Rusak (1x), Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi (1x), Tanah Longsor, Bangunan Rusak (1x), Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x)
Garut;2022;441316,2;TURUN (-2.004 ton);Cuaca: Hujan Lebat (9x), Angin Kencang, Hujan Lebat (6x), Puting Beliung (2x), Puting Beliung, Angin Kencang, Hujan Lebat (1x) | Dampak: Bangunan Rusak (5x), Banjir / Genangan (3x), Tanah Longsor, Gangguan Transportasi (2x), Pohon Tumbang, Bangunan Rusak (2x), Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi (1x), Tidak ada data (1x), Pohon Tumbang, Gangguan Transportasi (1x), Tanah Longsor (1x), Banjir / Genangan, Gangguan Transportasi (1x), Bangunan Rusak, Gangguan Transportasi (1x)
Garut;2023;453787,9;NAIK (+12.472 ton);Cuaca: Hujan Lebat (5x), Angin Kencang, Hujan Lebat (3x), Puting Beliung (2x) | Dampak: Bangunan Rusak (3x), Banjir / Genangan, Gangguan Transportasi (2x), Tanah Longsor, Bangunan Rusak (2x), Banjir / Genangan, Bangunan Rusak (1x), Tidak ada data (1x), Bangunan Rusak, Gangguan Transportasi (1x)
Garut;2024;454937,5;NAIK (+1.150 ton);Cuaca: Hujan Lebat (9x), Angin Kencang, Hujan Lebat (5x), Hujan Lebat, Petir (1x) | Dampak: Tanah Longsor, Gangguan Transportasi (3x), Tanah Longsor, Bangunan Rusak (3x), Bangunan Rusak (3x), Pohon Tumbang, Bangunan Rusak (2x), Banjir / Genangan, Pohon Tumbang, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Tanah Longsor (1x), Banjir / Genangan, Pohon Tumbang, Gangguan Transportasi (1x), Korban Jiwa / Luka (1x)
Indramayu;2018;1414730,62;Data Awal;Cuaca: Angin Kencang (2x) | Dampak: Gangguan Transportasi (2x)
Indramayu;2019;1376429,68;TURUN (-38.301 ton);Cuaca: Puting Beliung (2x), Angin Kencang (2x), Suhu Ekstrem (2x), Hujan Lebat (1x), Angin Kencang, Hujan Lebat (1x) | Dampak: Bangunan Rusak (5x), Tidak ada data (2x), Pohon Tumbang, Bangunan Rusak (1x)
Indramayu;2020;1363312;TURUN (-13.118 ton);Cuaca: Hujan Lebat (4x), Angin Kencang, Hujan Lebat (2x) | Dampak: Banjir / Genangan (4x), Bangunan Rusak (2x)
Indramayu;2021;1319623,64;TURUN (-43.688 ton);Cuaca: Angin Kencang, Hujan Lebat (4x), Hujan Lebat (3x), Puting Beliung (2x) | Dampak: Banjir / Genangan (3x), Pohon Tumbang, Bangunan Rusak (3x), Bangunan Rusak (2x), Pohon Tumbang (1x)
Indramayu;2022;1482256;NAIK (+162.632 ton);Cuaca: Angin Kencang, Hujan Lebat (2x), Hujan Lebat (2x), Puting Beliung (1x) | Dampak: Bangunan Rusak (2x), Pohon Tumbang, Bangunan Rusak (2x), Banjir / Genangan (1x)
Indramayu;2023;1424303;TURUN (-57.953 ton);Cuaca: Angin Kencang, Hujan Lebat (2x), Hujan Lebat (1x), Puting Beliung, Hujan Lebat (1x), Hujan Lebat, Petir (1x), Puting Beliung (1x) | Dampak: Bangunan Rusak (2x), Banjir / Genangan, Gangguan Transportasi (1x), Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (1x), Pohon Tumbang (1x), Korban Jiwa / Luka (1x)
Indramayu;2024;1399352;TURUN (-24.951 ton);Cuaca: Hujan Lebat (1x), Puting Beliung, Angin Kencang (1x), Angin Kencang, Hujan Lebat (1x) | Dampak: Banjir / Genangan, Gangguan Transportasi (1x), Pohon Tumbang, Gangguan Transportasi (1x), Banjir / Genangan, Pohon Tumbang, Gangguan Transportasi (1x)
Karawang;2018;1133671,33;Data Awal;Cuaca: Hujan Lebat (1x), Puting Beliung, Angin Kencang, Hujan Lebat (1x), Hujan Es (1x) | Dampak: Banjir / Genangan (1x), Pohon Tumbang, Bangunan Rusak (1x), Tidak ada data (1x)
Karawang;2019;1117813,97;TURUN (-15.857 ton);Cuaca: Hujan Lebat (4x), Puting Beliung (1x), Angin Kencang (1x), Suhu Ekstrem (1x) | Dampak: Banjir / Genangan (3x), Bangunan Rusak (1x), Banjir / Genangan, Bangunan Rusak (1x), Pohon Tumbang, Bangunan Rusak (1x), Tidak ada data (1x)
Karawang;2020;1087874;TURUN (-29.940 ton);Cuaca: Puting Beliung (1x), Puting Beliung, Angin Kencang, Hujan Lebat (1x), Hujan Lebat (1x), Angin Kencang, Hujan Lebat (1x) | Dampak: Bangunan Rusak (2x), Banjir / Genangan (1x), Pohon Tumbang, Bangunan Rusak (1x)
Karawang;2021;1234133,75;NAIK (+146.260 ton);Cuaca: Hujan Lebat (3x), Angin Kencang, Hujan Lebat (2x), Angin Kencang (1x), Puting Beliung, Angin Kencang, Hujan Lebat (1x) | Dampak: Bangunan Rusak (3x), Banjir / Genangan (3x), Pohon Tumbang, Bangunan Rusak (1x)
Karawang;2022;1226880;TURUN (-7.254 ton);Cuaca: Angin Kencang, Hujan Lebat (6x), Hujan Lebat (3x), Puting Beliung (2x) | Dampak: Bangunan Rusak (6x), Banjir / Genangan (3x), Pohon Tumbang, Bangunan Rusak (1x), Pohon Tumbang, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x)
Karawang;2023;1131977;TURUN (-94.903 ton);Cuaca: Hujan Lebat (2x), Puting Beliung (1x), Angin Kencang, Hujan Lebat (1x), Hujan Lebat, Petir (1x), Hujan Lebat, Hujan Es (1x) | Dampak: Banjir / Genangan (2x), Bangunan Rusak (1x), Pohon Tumbang, Bangunan Rusak (1x), Banjir / Genangan, Gangguan Transportasi (1x), Tidak ada data (1x)
Karawang;2024;1041531;TURUN (-90.446 ton);Cuaca: Angin Kencang, Hujan Lebat (5x), Hujan Lebat (3x), Hujan Lebat, Jarak Pandang (1x) | Dampak: Banjir / Genangan (2x), Bangunan Rusak (1x), Banjir / Genangan, Bangunan Rusak (1x), Gangguan Transportasi (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x), Pohon Tumbang (1x), Pohon Tumbang, Bangunan Rusak (1x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x)
Kuningan;2018;314443,94;Data Awal;Cuaca: Hujan Lebat (5x), Puting Beliung (2x), Puting Beliung, Hujan Lebat (1x) | Dampak: Pohon Tumbang, Bangunan Rusak (2x), Bangunan Rusak (2x), Tanah Longsor, Gangguan Transportasi (1x), Pohon Tumbang (1x), Banjir / Genangan, Bangunan Rusak (1x), Tanah Longsor, Korban Jiwa / Luka (1x)
Kuningan;2019;219953,32;TURUN (-94.491 ton);Cuaca: Hujan Lebat (2x), Angin Kencang (1x), Suhu Ekstrem (1x), Angin Kencang, Hujan Lebat, Petir (1x) | Dampak: Bangunan Rusak (1x), Tanah Longsor (1x), Tidak ada data (1x), Korban Jiwa / Luka (1x), Bangunan Rusak, Korban Jiwa / Luka (1x)
Kuningan;2020;277317,9;NAIK (+57.365 ton);Cuaca: Hujan Lebat (5x), Angin Kencang (1x), Angin Kencang, Hujan Lebat (1x) | Dampak: Pohon Tumbang (2x), Pohon Tumbang, Bangunan Rusak (1x), Bangunan Rusak (1x), Banjir / Genangan, Bangunan Rusak (1x), Tanah Longsor (1x), Banjir / Genangan, Tanah Longsor (1x)
Kuningan;2021;275893,22;TURUN (-1.425 ton);Cuaca: Angin Kencang, Hujan Lebat (4x), Hujan Lebat (3x) | Dampak: Pohon Tumbang, Bangunan Rusak (2x), Tanah Longsor, Gangguan Transportasi (1x), Pohon Tumbang (1x), Banjir / Genangan (1x), Bangunan Rusak (1x), Tanah Longsor (1x)
Kuningan;2022;277583,8;NAIK (+1.691 ton);Cuaca: Hujan Lebat (3x), Angin Kencang, Hujan Lebat (3x), Angin Kencang (1x), Puting Beliung (1x), Hujan Es (1x) | Dampak: Bangunan Rusak (3x), Pohon Tumbang (2x), Tanah Longsor (1x), Tanah Longsor, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor (1x), Pohon Tumbang, Bangunan Rusak (1x)
Kuningan;2023;261023,3;TURUN (-16.560 ton);Cuaca: Hujan Lebat (4x), Angin Kencang, Hujan Lebat (2x), Petir (1x), Angin Kencang (1x) | Dampak: Bangunan Rusak (2x), Tanah Longsor (1x), Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x), Banjir / Genangan (1x), Pohon Tumbang, Gangguan Transportasi (1x), Tanah Longsor, Bangunan Rusak (1x)
Kuningan;2024;223427,8;TURUN (-37.596 ton);Cuaca: Hujan Lebat (5x), Angin Kencang (2x), Angin Kencang, Hujan Lebat (1x) | Dampak: Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (2x), Bangunan Rusak (1x), Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi (1x), Pohon Tumbang (1x), Pohon Tumbang, Bangunan Rusak (1x), Tanah Longsor, Bangunan Rusak (1x), Banjir / Genangan (1x)
Majalengka;2018;554231,74;Data Awal;Cuaca: Hujan Lebat (1x) | Dampak: Banjir / Genangan, Tanah Longsor (1x)
Majalengka;2019;572005,83;NAIK (+17.774 ton);Cuaca: Angin Kencang (1x), Petir (1x), Hujan Lebat (1x), Suhu Ekstrem (1x) | Dampak: Pohon Tumbang, Bangunan Rusak (1x), Korban Jiwa / Luka (1x), Bangunan Rusak, Gangguan Transportasi (1x), Gangguan Transportasi (1x)
Majalengka;2020;566334,5;TURUN (-5.671 ton);Cuaca: Hujan Lebat (3x), Angin Kencang (1x), Angin Kencang, Hujan Lebat (1x), Petir (1x) | Dampak: Bangunan Rusak (3x), Tanah Longsor (1x), Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka (1x), Tanah Longsor, Bangunan Rusak (1x)
Majalengka;2021;534250,18;TURUN (-32.084 ton);Cuaca: Hujan Lebat (3x), Angin Kencang, Hujan Lebat (2x), Angin Kencang, Hujan Lebat, Hujan Es (1x) | Dampak: Banjir / Genangan (2x), Tanah Longsor (1x), Pohon Tumbang (1x), Banjir / Genangan, Bangunan Rusak (1x), Bangunan Rusak (1x)
Majalengka;2022;566087,3;NAIK (+31.837 ton);Cuaca: Angin Kencang, Hujan Lebat (3x), Hujan Lebat (2x) | Dampak: Tanah Longsor, Bangunan Rusak (2x), Pohon Tumbang, Bangunan Rusak (1x), Pohon Tumbang (1x), Pohon Tumbang, Gangguan Transportasi (1x)
Majalengka;2023;558430,3;TURUN (-7.657 ton);Cuaca: Angin Kencang, Hujan Lebat (7x), Hujan Lebat (4x), Hujan Lebat, Petir (1x), Puting Beliung (1x) | Dampak: Pohon Tumbang, Gangguan Transportasi (3x), Bangunan Rusak (2x), Banjir / Genangan, Bangunan Rusak (1x), Pohon Tumbang (1x), Banjir / Genangan, Bangunan Rusak, Gangguan Transportasi (1x), Pohon Tumbang, Korban Jiwa / Luka (1x), Banjir / Genangan, Tanah Longsor, Bangunan Rusak, Gangguan Transportasi (1x), Tanah Longsor (1x), Banjir / Genangan, Pohon Tumbang, Gangguan Transportasi (1x), Tanah Longsor, Bangunan Rusak (1x)
Majalengka;2024;484085,7;TURUN (-74.345 ton);Cuaca: Angin Kencang, Hujan Lebat (5x), Hujan Lebat (5x), Hujan Lebat, Petir (1x), Angin Kencang, Hujan Lebat, Petir (1x), Puting Beliung, Hujan Lebat, Hujan Es (1x), Angin Kencang (1x) | Dampak: Pohon Tumbang, Gangguan Transportasi (3x), Pohon Tumbang, Korban Jiwa / Luka (2x), Pohon Tumbang, Bangunan Rusak (2x), Tidak ada data (1x), Korban Jiwa / Luka (1x), Banjir / Genangan, Tanah Longsor (1x), Tanah Longsor, Bangunan Rusak (1x), Tanah Longsor, Gangguan Transportasi (1x), Pohon Tumbang (1x)
Pangandaran;2018;194398,08;Data Awal;Cuaca: Hujan Lebat (2x), Angin Kencang (1x) | Dampak: Pohon Tumbang, Bangunan Rusak (1x), Banjir / Genangan, Bangunan Rusak (1x), Banjir / Genangan, Bangunan Rusak, Korban Jiwa / Luka (1x)
Pangandaran;2019;174597,02;TURUN (-19.801 ton);Cuaca: Angin Kencang, Hujan Lebat (1x), Hujan Lebat (1x) | Dampak: Pohon Tumbang, Bangunan Rusak (1x), Banjir / Genangan (1x)
Pangandaran;2020;154982,6;TURUN (-19.614 ton);Cuaca: Angin Kencang, Hujan Lebat (4x), Hujan Lebat (3x) | Dampak: Pohon Tumbang, Bangunan Rusak (3x), Bangunan Rusak (1x), Pohon Tumbang (1x), Tanah Longsor (1x), Banjir / Genangan (1x)
Pangandaran;2021;140000,72;TURUN (-14.982 ton);Cuaca: Angin Kencang (5x), Angin Kencang, Hujan Lebat (4x), Hujan Lebat (2x), Puting Beliung (1x) | Dampak: Pohon Tumbang, Bangunan Rusak (6x), Bangunan Rusak (3x), Banjir / Genangan (2x), Pohon Tumbang (1x)
Pangandaran;2022;148670,6;NAIK (+8.670 ton);Cuaca: Hujan Lebat (6x), Angin Kencang, Hujan Lebat (1x) | Dampak: Tanah Longsor, Gangguan Transportasi (3x), Pohon Tumbang (1x), Banjir / Genangan, Bangunan Rusak (1x), Tanah Longsor, Bangunan Rusak (1x), Banjir / Genangan, Gangguan Transportasi (1x)
Pangandaran;2023;139300,3;TURUN (-9.370 ton);Cuaca: Hujan Lebat (2x), Angin Kencang (1x) | Dampak: Pohon Tumbang, Bangunan Rusak (2x), Tanah Longsor (1x)
Pangandaran;2024;118188,5;TURUN (-21.112 ton);Cuaca: Angin Kencang, Hujan Lebat (2x), Petir (1x), Puting Beliung, Angin Kencang (1x) | Dampak: Pohon Tumbang, Bangunan Rusak (1x), Korban Jiwa / Luka (1x), Pohon Tumbang, Bangunan Rusak, Korban Jiwa / Luka (1x), Bangunan Rusak, Korban Jiwa / Luka (1x)
Purwakarta;2018;177276,3;Data Awal;Cuaca: Angin Kencang, Hujan Lebat (1x), Hujan Lebat (1x) | Dampak: Pohon Tumbang (1x), Tanah Longsor, Bangunan Rusak (1x)
Purwakarta;2019;143820,03;TURUN (-33.456 ton);Cuaca: Hujan Lebat (2x), Puting Beliung (1x), Angin Kencang (1x) | Dampak: Banjir / Genangan (2x), Bangunan Rusak (2x)
Purwakarta;2020;159957,5;NAIK (+16.137 ton);Cuaca: Hujan Lebat (5x), Puting Beliung (2x), Angin Kencang, Hujan Lebat (1x) | Dampak: Banjir / Genangan (3x), Tanah Longsor (2x), Bangunan Rusak (1x), Pohon Tumbang, Bangunan Rusak (1x), Tidak ada data (1x)
Purwakarta;2021;167865,29;NAIK (+7.908 ton);Cuaca: Hujan Lebat (2x), Angin Kencang, Hujan Lebat (2x), Puting Beliung (2x) | Dampak: Bangunan Rusak (3x), Tanah Longsor (1x), Pohon Tumbang (1x), Banjir / Genangan (1x)
Purwakarta;2022;188731,7;NAIK (+20.866 ton);Cuaca: Hujan Lebat (5x), Puting Beliung (2x), Angin Kencang, Hujan Lebat (1x) | Dampak: Banjir / Genangan (2x), Bangunan Rusak (2x), Pohon Tumbang, Bangunan Rusak (1x), Tanah Longsor, Bangunan Rusak (1x), Banjir / Genangan, Bangunan Rusak (1x), Tanah Longsor, Korban Jiwa / Luka (1x)
Purwakarta;2023;186533,2;TURUN (-2.198 ton);Cuaca: Angin Kencang, Hujan Lebat (3x), Hujan Lebat (2x), Angin Kencang (1x) | Dampak: Pohon Tumbang, Korban Jiwa / Luka, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor, Gangguan Transportasi (1x), Bangunan Rusak, Korban Jiwa / Luka (1x), Tanah Longsor (1x), Banjir / Genangan, Pohon Tumbang, Bangunan Rusak (1x), Pohon Tumbang, Gangguan Transportasi (1x)
Purwakarta;2024;180397,1;TURUN (-6.136 ton);Cuaca: Hujan Lebat (1x), Angin Kencang, Hujan Lebat (1x) | Dampak: Tanah Longsor, Korban Jiwa / Luka (1x), Pohon Tumbang, Bangunan Rusak (1x)
Subang;2018;990994,87;Data Awal;Cuaca: Hujan Lebat (2x) | Dampak: Tanah Longsor, Bangunan Rusak (1x), Banjir / Genangan (1x)
Subang;2019;942932,04;TURUN (-48.063 ton);Cuaca: Hujan Lebat (1x), Puting Beliung (1x) | Dampak: Banjir / Genangan (1x), Pohon Tumbang, Bangunan Rusak (1x)
Subang;2020;970759,7;NAIK (+27.828 ton);Cuaca: Hujan Lebat (7x), Puting Beliung (1x) | Dampak: Tanah Longsor (3x), Bangunan Rusak (1x), Gangguan Transportasi (1x), Banjir / Genangan (1x), Banjir / Genangan, Tanah Longsor (1x), Pohon Tumbang (1x)
Subang;2021;959456,43;TURUN (-11.303 ton);Cuaca: Hujan Lebat (6x), Angin Kencang, Hujan Lebat (3x) | Dampak: Bangunan Rusak (2x), Pohon Tumbang (2x), Tanah Longsor (2x), Banjir / Genangan (2x), Banjir / Genangan, Bangunan Rusak (1x)
Subang;2022;1038781;NAIK (+79.325 ton);Cuaca: Hujan Lebat (4x), Puting Beliung (3x), Angin Kencang, Hujan Lebat (3x) | Dampak: Pohon Tumbang, Bangunan Rusak (2x), Bangunan Rusak (2x), Banjir / Genangan (2x), Pohon Tumbang (2x), Tanah Longsor, Gangguan Transportasi (1x), Banjir / Genangan, Tanah Longsor (1x)
Subang;2023;1027660;TURUN (-11.121 ton);Cuaca: Puting Beliung (1x), Angin Kencang, Hujan Lebat (1x), Hujan Es (1x), Angin Kencang (1x), Hujan Lebat (1x) | Dampak: Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (1x), Pohon Tumbang, Gangguan Transportasi (1x), Bangunan Rusak (1x), Pohon Tumbang, Korban Jiwa / Luka, Gangguan Transportasi (1x), Banjir / Genangan (1x)
Subang;2024;968941,5;TURUN (-58.718 ton);Cuaca: Hujan Lebat (4x), Angin Kencang, Hujan Lebat (3x), Hujan Lebat, Petir (3x) | Dampak: Korban Jiwa / Luka (2x), Tanah Longsor, Gangguan Transportasi (2x), Pohon Tumbang, Bangunan Rusak, Gangguan Transportasi (1x), Tanah Longsor, Bangunan Rusak (1x), Tanah Longsor, Bangunan Rusak, Korban Jiwa / Luka, Gangguan Transportasi (1x), Bangunan Rusak, Korban Jiwa / Luka (1x), Banjir / Genangan, Bangunan Rusak (1x), Pohon Tumbang, Bangunan Rusak (1x)
